title,location,description,price per year,number of bedrooms,number of bathrooms,number of toilets
2 BEDROOM FLAT & APARTMENT FOR RENT,Ogba Lagos,2 Bedroom Flat Apartment,"650,000",2.0,2.0,2.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Direct Cash Ready Clients Only Luxury 2 Bedroom Apartment @n6m,"6,000,001",2.0,2.0,3.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,New & Reasonably Priced 4 Bedroom Apartment + Bq+gym+pool @n13m,"13,000,000",4.0,4.0,5.0
5 BEDROOM DUPLEX FOR RENT,Omole Phase 2 Omole Ikeja Lagos,5 Bedroom Fully Detached Duplex,"6,500,000",5.0,5.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Apartment + Bq + Swimming Pool,"8,500,000",3.0,3.0,4.0
3 BEDROOM DUPLEX FOR RENT,Ikeja Lagos,Lovely 3 Bedroom Duplex,"4,000,000",3.0,3.0,3.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Practical Reasonably Priced Ground Floor 2 Bedroom Apartment,"5,500,000",2.0,2.0,3.0
4 BEDROOM TERRACE FOR RENT,Omole Phase 1 Omole Ikeja Lagos,4 Bedroom Terrace Duplex,"4,000,000",4.0,4.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Fresh & Pocket Friendly 3 Bed Apartment + Bq+gym+pool @n10m/n2m S.c,"10,000,000",3.0,3.0,3.0
4 BEDROOM TERRACE FOR RENT,Off Adeniyi Jones Ikeja Ikeja Lagos,A Newly Renovated 4 Bedroom Terrace Duplex' With A Bq,"4,000,000",4.0,4.0,4.0
4 BEDROOM BLOCK OF FLATS For Rent,"Channel's Tv Road, Wisdom Estate. Opic Lagos Extension Ogun","Beautifully Built Luxury 3 Bedroom Apartments With Maid's Room, Inverter & 275kva Generator","3,500,000",3.0,3.0,3.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Top Rated & Private 4 Bedroom Terrace House (just 4 Occupants Within The Premises) +bq @n17m,"17,000,001",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Payment Ready Clients Only Luxury 3 Bedroom Apartment+bq+pool @n10m,"10,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Apartment + Bq+ Pool Etc (corporate Lease Preferable),"10,000,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Strategically Located Luxury Apartment + Bq+pool,"10,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury 4 Bedroom Semi Detached Terrace House+bq+pool,"17,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Off Onikoyi Road Ikoyi Ikoyi Lagos,Luxury Waterfront 3 Bedroom Apartment +tennis+squash,"14,500,000",3.0,3.0,
4 BEDROOM FLAT & APARTMENT FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Top Of The Range 3 Bedroom Apartment+ 2bq+pool Etc @n15m/ Power N5m S.c N3.5m,"15,000,000",4.0,4.0,5.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Direct Cash Ready Clients Only Luxury 2 Bedroom Ground Floor Apartment @n11m,"11,000,000",2.0,2.0,3.0
4 BEDROOM TERRACE FOR RENT,"Banana Island Estate, Ikoyi Banana Island Ikoyi Lagos",Premium 4 Bedroom Terrace House+ Private Garage+ Bq+pool @n9m,"9,000,000",4.0,4.0,5.0
5 BEDROOM DUPLEX For Sale,Royal Garden Estate Ajah Lagos,"Luxury 5 Bedrooms Detached Duplex With Cinema, Pool &bq","140,000,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Top Of The Well Priced Luxury 4 Bedroom Apartments +bq+pool+gym @n8m,"8,000,000",4.0,4.0,5.0
3 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Well Built 3 Bedroom Terrace House + Bq+ Swimming Pool Etc @n23m X 2yrs,"23,000,000",3.0,3.0,4.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Well Sized & Top Rated 4 Bedroom Apartment +bq+gym+pool @n15m,"15,000,001",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Practical & Premium 3 Bedroom Apartment +bq+pool Etc In Banana Island Estate @n10m,"10,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Newly Built 3 Bedroom Apartment + Bq+pool + Gym @n12m,"12,000,000",3.0,3.0,4.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Newly Built 4 Bedroom Maisonette On 2 Floors + Bq Etc @n15m,"15,000,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Direct Payment Ready Clients Only Luxury 4 Bedroom Apartment @n12m,"12,000,001",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Premium 4 Bedroom Apartment +bq+gym+pool+tennis @n9m,"9,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Payment Ready Clients Only Multiple Units Of 3 Bedroom Apartment @n12m,"12,000,001",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Parkview Estate Ikoyi Lagos,Premium 3 Bedroom Apartment + Bq + / S.c N3m,"5,500,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Practical 3 Bedroom Apartment+ Bq+ Lagoon View Swimming Pool Etc,"7,000,000",3.0,3.0,4.0
4 BEDROOM BLOCK OF FLATS For Rent,"Channel's Tv Road, Wisdom Estate. Opic Lagos Extension Ogun",Brand New 3 Bedroom Serviced Apartments With Maid's Room,"7,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury Semi Detached House + Bq,"30,000,000",4.0,4.0,5.0
COMMERCIAL PROPERTY FOR RENT,Along Oba Akran Avenue Ikeja Ikeja Lagos,A Story Building Of Office Complex 22 Nos Of Rooms Of Offices,"30,000,000",,,
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Well Sized 4 Bedroom Semi Detached Terrace House + 2bq+tennis Etc.,"20,000,000",4.0,4.0,5.0
3 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Newly Built Waterfront 3 Bedroom Maisonette On 2 Floors+bq+pool Etc,"12,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Lagos,Nice Waterfront 3 Bedroom Apartment,"7,000,000",3.0,3.0,4.0
3 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury 3 Bedroom Terrace House +study+bq Etc,"25,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Affordable & Newly Built 3 Bedroom Apartment +bq+ Security In,"6,500,000",3.0,3.0,4.0
OFFICE FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Direct Cash Ready Clients Top Rated Ultra Modern Office Spaces In Ikoyi @$750 P/sqmt,"375,750",,,3.0
5 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,3 Nos X 5 Bedroom Terrace Houses + 1 Bq Each + Security Etc In Banana Island Estate @n15m Each,"15,000,000",5.0,5.0,6.0
1 BEDROOM HOUSE For Sale,2nd Toll Gate Lekki Lagos,Luxury 1bedroom,"800,000",2.0,3.0,3.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury Semi Detached Duplex + Bq,"30,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,24 Nos Newly Built 3 Bedroom Apartments +tennis+bq+pool Etc @n8m,"8,000,001",3.0,3.0,4.0
4 BEDROOM TERRACE FOR RENT,Parkview Estate Ikoyi Parkview Estate Ikoyi Lagos,Deal! Self Serviced 4 Bedroom Terrace House+ Bq+ Private Garden+pool,"8,000,000",4.0,3.0,4.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,New & Premium 2 Bedroom Apartment +bq+pool+gym,"11,000,000",2.0,2.0,3.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Reasonably Priced 3 Bedroom Apartment + Bq + Tennis + Gym In Central Ikoyi @ N6m,"7,500,000",3.0,2.0,3.0
4 BEDROOM TERRACE FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Newly Built 4 Bedroom Maisonette On 2 Floors +pool+gym @n14m,"14,000,000",4.0,4.0,5.0
5 BEDROOM HOUSE FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,One Of The Best 5 Bedroom Maisonette On 3 Floors +bq+gym+pool,"13,500,000",5.0,5.0,6.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Lagos,Luxury Waterview 4 Bedroom Apartment,"14,500,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Off Adeola Odeku Street Victoria Island Victoria Island Lagos,Premium 3 Bedroom Apartment + Bq+pool + Gym,"7,500,000",3.0,3.0,3.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury 2 Bedroom Apartment + Bq+gym+pool Etc,"13,000,000",2.0,2.0,3.0
4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,Luxury 4 Bedroom Terrace Duplex,"19,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS For Rent,Opic Lagos Extension Ogun,Tastefully Built 12 Units Of 3 Bedroom Apartments + Maid Room,"1,800,000",3.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Victoria Island Victoria Island Victoria Island Lagos,Newly Built 4 Bedroom Top Luxury Apartment +bq+pool @n20m,"20,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Plot 166 Sinari Daranijo Street Victoria Island Lagos,3 Bedroom Apartment With A Room Bq,"5,000,000",3.0,3.0,3.0
4 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Newly Built 4 Bedroom Terrace House +bq+pool+gym @n25m,"25,000,000",4.0,4.0,5.0
4 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Newly Built 4 Bedroom Terrace House + Bq+ Swimming Pool Etc In Banana Island Estate,"18,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Victoria Island Victoria Island Victoria Island Lagos,Premium 3 Bedroom Apartment + Bq+tennis+bq+gym @$35k,"17,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Off Lateef Jakande Road Ikeja Ikeja Lagos,4 Bedroom Duplex,"6,000,000",4.0,4.0,4.0
4 BEDROOM TERRACE FOR RENT,"Boet Estate, Off Allen Avenue Ikeja Ikeja Lagos",Four Bedroom Terrace Duplex With 2 Room Bq,"5,000,000",4.0,4.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury 3 Bedroom Apartment+ Bq+gym+pool Etc,"16,000,000",3.0,3.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Magodo Shangisha Phase2 Gra Ikeja Ikeja Lagos,Decent And Standard 2bedroom With All Room Ensuite,"2,500,000",2.0,2.0,2.0
5 BEDROOM DUPLEX For Sale,Osapa London Estate Osapa Lekki Lagos,"Furnished 5 Bedrooms Detached Duplex With Cinema, Pool And Bq","750,000",,,
4 BEDROOM FLAT & APARTMENT FOR RENT,Off Banana Island Road Ikoyi Ikoyi Lagos,Luxury Waterfront 4 Bedroom Apartment+bq+pool+jetty+etc @n15m,"15,000,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Parkview Estate Ikoyi Lagos,Well Furnished 4 Bedroom Apartment + Bq Etc In Parkview @n8m,"8,000,000",4.0,4.0,5.0
4 BEDROOM DUPLEX FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Newly Built 4 Bedroom Semi Detached House + Bq+ Private,"8,000,001",4.0,4.0,5.0
3 BEDROOM TERRACE FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Terrace House + Bq+ Gym+ Pool Etc,"12,000,000",3.0,3.0,3.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Victoria Island Victoria Island Victoria Island Lagos,Waterfront 3 Bedroom Apartment + Bq+ Pool Etc In Victoria Island @n6m/n3.8m,"6,000,000",3.0,3.0,3.0
6 BEDROOM DUPLEX FOR RENT,Maitama Abuja Phase 1 Abuja,Well Finished Clean 6 Bedroom Detached Duplex With 2 Room Bq,"35,000,000",6.0,6.0,6.0
3 BEDROOM DUPLEX FOR RENT,Omole Phase 2 Omole Ikeja Lagos,3 Bedroom Semi Detached Duplex,"4,500,000",3.0,3.0,3.0
4 BEDROOM TERRACE FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Spacious 4 Bedroom Terrace House + Bq+pool,"10,000,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Outstanding 4 Bedroom Apartment + Bq +pool Etc @n14m,"14,000,000",4.0,3.0,6.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Well Built 3 Bedroom Apartment +bq+tennis+pool,"14,500,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury Waterfront 3 Bedroom Apartment + Bq+tennis Pool Etc,"15,000,000",3.0,3.0,4.0
4 BEDROOM TERRACE For Rent,Old Ikoyi Lagos,Luxury 4 Bedroom Terrace House+green Area+pool+gym+bq,"1,800,000",4.0,4.0,5.0
4 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,New & Fresh Luxury 4 Bedroom Terrace House+ Bq,"19,000,000",4.0,4.0,5.0
4 BEDROOM HOUSE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Direct Cash Ready Clients 4 Bedroom Maisonette On 2 Floors +bq @n14m,"20,000,000",4.0,4.0,5.0
4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,Exquisite 4 Bedroom Semi Detached Duplex,"25,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Direct Cash Ready Clients Only Well Located 3 Bedroom Apartment+bq+pool Etc @n6m,"6,000,000",3.0,3.0,4.0
5 BEDROOM DUPLEX FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Direct Cash Ready Clients Well Located Newly Built 5 Bedroom Semi Detached House @n15m,"15,000,001",5.0,5.0,6.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Direct Cash Ready Clients Furnished 2 Bedroom Apartment +pool Etc @n12m / S.c N3m,"12,000,001",2.0,2.0,3.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Well Furnished 3 Bedroom Apartment + Bq,"9,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Premium 3 Bedroom Apartment +bq+pool+gym @n8m,"8,000,001",3.0,3.0,4.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Direct Instant Cash Ready Clients Luxury 4 Bedroom Apartment @n15m,"15,000,000",4.0,4.0,5.0
4 BEDROOM TERRACE For Sale,Sangotedo Ajah Lagos,Offplan Luxury 4bedroom Terrace In Dariann Court,"8,000,000",,,
4 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Well Priced & Lagoon View 4 Bedroom Apartment + Bq+tennis+pool Etc @n14m,"14,000,001",4.0,4.0,5.0
4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,Standard 4 Bedroom Terrace Duplex,"15,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Highly Practical 3 Bedroom Apartment +tennis+pool+gym @n6m,"6,000,000",3.0,3.0,
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Apartment +garden+bq+pool+gym @n10m,"10,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Agidinbgi Ikeja Lagos,Newly Built 4 Bedroom Duplex,"6,000,000",4.0,4.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Apartment,"13,000,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Premium 3 Bedroom Apartment + Bq+pool In Banana Island Estate @n11m,"11,000,000",3.0,3.0,4.0
HOTEL FOR RENT,Alimosho Agege Lagos,Standard Hotel For Lease,"15,000,000",,,
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Tasteful 3 Bedroom Apartment + Bq + Pool Etc,"13,000,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury Top Floor 3 Bedroom Apartment+ Bq+pool+gym,"13,000,000",3.0,3.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Off Awolowo Road Ikoyi Lagos,Beautiful 2 Bedroom Apartment,"11,000,000",2.0,2.0,3.0
3 BEDROOM FLAT & APARTMENT For Rent,Parkview Estate Ikoyi Lagos,Premium 3 Bedroom Apartment +bq+pool+gym,"20,000,000",4.0,4.0,5.0
3 BEDROOM TERRACE FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Super Deal! Well Built & Highly Central 3 Bedroom Terrace House +bq Eyc @n6m/s.c N3m,"6,000,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Newly Built 3 Bedroom Apartment + Swimming Pool+gym Etc In Banana Island Estate,"12,000,000",3.0,3.0,4.0
5 BEDROOM DUPLEX FOR RENT,Magodo Estate Phase Two Magodo Isheri Ikeja Lagos,Brand New Built 5bedroom Fully Detached Duplex With Bq,"9,000,000",5.0,5.0,5.0
4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,Exotic 4 Bedroom Terrace Duplex,"8,000,000",4.0,4.0,5.0
5 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Fully Detached 5 Bedroom House + Bq + Elevator Etc @$100k,"100,000",5.0,5.0,5.0
3 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury 3 Bedroom Terrace House + Bq +pool,"15,000,000",3.0,3.0,4.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Furnished Luxury 2 Bedroom Apartment+bq+pool,"12,000,000",2.0,2.0,3.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Reasonably Priced Ground Floor 3 Bedroom Apartment,"9,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury Family Friendly 4 Bedroom Semi Detached Terrace House +2bq+tennis+pool Etc,"18,000,000",4.0,4.0,5.0
LAND For Sale,Adejorin Owode Egba Ogun Ogun Area,Deed Of Assignment,"42,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,New & Luxury 4 Bedroom Semi Detached Terrace House+ Bq+ Green Area,"25,000,000",4.0,4.0,5.0
3 BEDROOM TERRACE FOR RENT,Central Ikoyi Ikoyi Ikoyi Lagos,Direct Cash Ready Clients Well Sized & Serviced 3 Bedroom Terrace House +bq+pool @n12m,"12,000,001",3.0,3.0,4.0
HOTEL FOR RENT,Lekki 1 Lekki Phase 1 Lekki Lagos,Direct Cash Ready Clients 2 Units Of 18 Bed Hotel + Pool @n55m,"55,000,001",,,20.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Victoria Island Lagos Victoria Island Victoria Island Lagos,Premium 3 Bedroom Apartment + Bq,"7,000,000",3.0,3.0,4.0
OFFICE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Direct Cash Ready Clients Only Top Rated High End Office Spaces @$600,"310,000",,,
2 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Luxury 2 Bedroom Apartment+bq+pool+gym,"10,000,000",2.0,2.0,2.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,New & Luxury 4 Bedroom Semi Detached Terrace House + Bq Etc,"30,000,000",4.0,4.0,5.0
4 BEDROOM TOWNHOUSE FOR RENT,Bank Road Ikoyi Ikoyi Lagos,4 Bedroom Townhouse + Bq,"15,000,000",4.0,,
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Expatriates Only One Of The Best Luxury 3 Bedroom Apartments In Banana Island Estate,"12,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Off Awolowo Road Ikoyi Ikoyi Ikoyi Lagos,Payment Ready Clients Detached House For Commercial Purpose @n12m,"12,000,000",4.0,4.0,
3 BEDROOM TERRACE FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Terrace House + Bq+gym+pool,"12,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT For Rent,Parkview Estate Ikoyi Lagos,Premium 3 Bedroom Apartment +bq+pool+gym,"1,800,000",4.0,4.0,5.0
4 BEDROOM TERRACE FOR RENT,Parkview Estate Parkview Estate Ikoyi Lagos,Practical Reasonably Priced 4 Bedroom Terrace House+ Bq,"8,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Direct Payment Ready Clients Waterfront 3 Bedroom Apartment +jetty,"16,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Ikoyi Ikoyi Ikoyi Lagos,Serene 3 Bedroom Apartment + Bq + Gym + Pool @ N7.5m Rent,"7,500,000",3.0,2.0,
3 BEDROOM TERRACE FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Reasonably Priced Furnished 3 Bed Terrace House +bq+squash+gym @n7m/n4m S.c,"7,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Practical & Reasonably Priced 3 Bedroom Apartment + Bq+gym+pool @n6.5m,"6,500,000",3.0,3.0,4.0
4 BEDROOM TERRACE FOR RENT,Parkview Estate Parkview Estate Ikoyi Lagos,Recently Built 4 Bedroom Terrace House + 2bq+garage,"9,000,000",4.0,4.0,5.0
5 BEDROOM DUPLEX FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Super Cheap Newly Built 5 Bedroom Detached House +bq @n16m X 2yrs,"16,000,000",5.0,5.0,6.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Pocket Friendly Well Sized 3 Bedroom Apartment +tennis+bq+pool Etc,"8,000,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Private 4 Bedroom House + Bq +pool Etc,"15,000,000",4.0,4.0,5.0
6 BEDROOM DUPLEX For Sale,Apo Zone D Apo Abuja Phase 2,Massive 6 Bedroom Detached Duplex With Excellent Finishing,"30,000,000",,,
4 BEDROOM BLOCK OF FLATS FOR RENT,Victoria Island Victoria Island Victoria Island Lagos,Luxury 4 Bedroom Apartment+ Bq+pool+gym Etc,"16,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Luxury 3 Bedroom Apartment + Bq+tennis+ Pool+;,"12,500,000",3.0,3.0,4.0
4 BEDROOM TERRACE FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Great Deal! Well Built 4 Bedroom Terrace House +,"7,500,000",4.0,4.0,5.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Off Awolowo Road Ikoyi Awolowo Road Ikoyi Lagos,Great Deal! Furnished 2 Bedroom Apartment +bq+pool+gym @n9m,"9,000,000",2.0,2.0,3.0
4 BEDROOM DUPLEX FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Luxury & Private Semi Detached House+private Pool+2bq X 2yrs Rent,"30,000,000",4.0,4.0,5.0
6 BEDROOM DUPLEX FOR RENT,Maitama Abuja Phase 1 Abuja,6 Bedroom Fully Detached Duplex,"30,000,000",6.0,6.0,6.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Clients With Ready Payment 4 Bedroom Penthouse On 2 Floors @n18m,"18,000,000",4.0,4.0,5.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Executive Medium 2 Bed Apartment+small Kitchen+pool+gym @n4m,"4,000,000",2.0,2.0,2.0
OFFICE FOR RENT,Ogunnusi Road Ogba Lagos,Ground Floor Space Available To Let,"2,200,000",,,
4 BEDROOM TERRACE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,Ultra Luxury 4 Bedroom Maisonette On 2 Floors+ Bq Pool Gym Etc,"28,000,000",4.0,4.0,5.0
COMMERCIAL PROPERTY FOR RENT,Victoria Island Victoria Island Lagos,Commercial Space Measuring 850 Sqm Available,"85,000/sqm",,,
3 BEDROOM FLAT & APARTMENT For Rent,Oregun Ikeja Lagos,3 Bedroom Flats Plus Bq,"15,000,000",3.0,3.0,4.0
COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lekki Lagos,90 Sqm Ground Floor Commercial Space With Ample Parking Space,"6,500,000",,,
3 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Phase 1 Lekki Lagos,Upscale 3 Bedroom Apartment In A Gated Estate,"12,000,000",3.0,3.0,4.0
OFFICE FOR RENT,Victoria Island Lagos,Grade A Luxurious Office Space On A High Floor,500/sqm,,,
4 BEDROOM TERRACE FOR RENT,Ikate Elegushi Lekki Lagos,Spacious 4 Bedroom Terraced Duplex With Bq,"7,000,000",4.0,4.0,5.0
